ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Courier_ID
2394,F,Ship,4,3,158,3,low,M,18,1036,1,Courier_5
2395,D,Ship,4,5,227,3,low,M,65,3984,1,Courier_3
2396,F,Ship,3,3,179,3,medium,F,12,1125,1,Courier_3
2397,A,Ship,3,2,232,3,low,F,64,3131,1,Courier_2
2398,B,Ship,3,3,139,2,low,M,9,1177,1,Courier_1
2399,C,Ship,6,3,195,2,medium,M,21,3869,1,Courier_5
2400,F,Ship,6,2,276,6,medium,M,7,2437,1,Courier_1
2401,D,Ship,2,5,171,3,medium,F,13,1101,1,Courier_4
2402,F,Ship,5,4,259,3,medium,F,43,2685,1,Courier_4
2403,A,Ship,3,2,123,4,medium,F,7,1596,1,Courier_2
2404,B,Ship,3,2,199,4,low,F,47,2208,1,Courier_2
2405,C,Ship,4,3,226,2,low,F,32,2912,1,Courier_2
2406,F,Ship,4,2,149,3,medium,F,54,1506,1,Courier_4
2407,D,Ship,3,5,115,3,medium,M,60,1122,1,Courier_1
2408,F,Ship,3,2,243,2,medium,M,26,2719,1,Courier_1
2409,A,Ship,2,4,136,6,medium,M,58,1479,1,Courier_2
2410,B,Ship,3,2,180,2,low,F,6,1811,1,Courier_5
2411,C,Ship,4,1,274,4,medium,M,57,3332,1,Courier_1
2412,F,Ship,6,5,233,6,medium,M,48,3341,1,Courier_4
2413,D,Ship,3,2,254,2,medium,F,2,3239,1,Courier_3
2414,F,Ship,4,5,153,3,high,F,3,1347,1,Courier_3
2415,A,Ship,6,3,175,5,medium,F,64,1860,1,Courier_3
2416,B,Ship,5,2,207,2,low,F,35,2184,1,Courier_5
2417,C,Ship,3,1,153,2,low,F,6,1314,1,Courier_2
2418,F,Ship,3,4,228,2,medium,M,65,3943,1,Courier_4
2419,D,Ship,5,2,96,2,low,F,50,1186,1,Courier_5
2420,F,Ship,4,4,241,3,high,M,39,3798,1,Courier_4
2421,A,Ship,5,2,249,5,high,F,28,2846,1,Courier_4
2422,B,Ship,3,3,188,5,low,M,25,3992,1,Courier_2
2423,C,Ship,3,2,154,2,high,F,4,1009,1,Courier_3
2424,F,Ship,4,4,226,2,high,M,53,3154,1,Courier_2
2425,D,Ship,5,3,250,2,low,F,14,2064,1,Courier_5
2426,F,Ship,3,1,150,2,medium,F,46,1431,1,Courier_5
2427,A,Ship,3,5,267,2,low,F,16,2913,1,Courier_5
2428,B,Ship,4,3,223,3,low,M,35,2715,1,Courier_2
2429,C,Ship,4,5,192,3,medium,F,41,3873,1,Courier_4
2430,F,Ship,3,2,143,3,low,F,58,1785,1,Courier_4
2431,D,Ship,3,5,113,2,low,F,19,1660,1,Courier_1
2432,F,Ship,4,1,135,3,medium,M,39,1549,1,Courier_5
2433,A,Ship,4,4,189,4,high,F,56,2646,1,Courier_4
2434,B,Ship,3,2,245,3,medium,M,13,3775,1,Courier_1
2435,C,Ship,3,5,181,2,low,M,29,2217,1,Courier_4
2436,F,Ship,3,2,207,2,medium,F,37,2460,1,Courier_5
2437,D,Ship,3,1,169,2,medium,F,19,1183,1,Courier_3
2438,F,Ship,4,5,206,3,low,F,65,2598,1,Courier_5
2439,A,Ship,2,5,117,3,low,M,44,1192,1,Courier_2
2440,B,Road,2,1,115,3,high,M,42,1247,1,Courier_4
2441,C,Road,3,3,149,3,low,F,63,1196,1,Courier_4
2442,F,Road,4,5,133,3,medium,M,3,1403,1,Courier_2
2443,D,Road,4,3,271,2,medium,M,22,2595,1,Courier_2
2444,F,Road,2,5,116,3,low,F,3,1688,1,Courier_3
2445,A,Road,3,5,139,2,medium,M,64,1857,1,Courier_4
2446,B,Road,4,3,216,3,medium,M,35,2567,1,Courier_4
2447,C,Road,3,5,165,2,high,F,37,1234,1,Courier_3
2448,F,Road,6,5,286,4,low,F,31,3774,1,Courier_1
2449,D,Road,5,3,136,3,medium,F,13,1446,1,Courier_3
2450,F,Road,4,5,225,4,low,M,48,2767,1,Courier_5
2451,A,Road,4,2,163,3,low,F,27,1639,1,Courier_4
2452,B,Road,4,3,272,4,low,M,61,2857,1,Courier_2
2453,C,Road,4,3,135,2,high,M,24,1292,1,Courier_5
2454,F,Road,4,5,184,3,low,F,64,3812,1,Courier_4
2455,D,Road,4,5,219,2,medium,F,28,2164,1,Courier_3
2456,F,Road,3,3,249,2,medium,M,53,2323,1,Courier_5
2457,A,Road,2,3,142,3,low,F,46,1694,1,Courier_4
2458,B,Road,5,2,137,3,medium,M,47,1023,1,Courier_1
2459,C,Road,2,5,168,3,low,M,37,1717,1,Courier_1
2460,F,Road,5,5,165,3,medium,F,32,1798,1,Courier_2
2461,D,Road,3,3,199,2,low,M,4,3553,1,Courier_4
2462,F,Flight,3,3,246,3,low,M,27,3648,1,Courier_1
2463,A,Flight,5,2,224,4,medium,M,43,2336,1,Courier_3
2464,B,Flight,5,5,216,6,low,M,54,2075,1,Courier_4
2465,C,Flight,5,3,167,2,low,M,3,1140,1,Courier_3
2466,F,Flight,4,2,182,3,medium,M,14,3413,1,Courier_3
2467,D,Flight,6,1,126,3,medium,F,37,1697,1,Courier_1
2468,F,Flight,5,1,170,3,medium,F,48,1299,1,Courier_4
2469,A,Flight,4,2,148,3,medium,M,2,1805,1,Courier_5
2470,B,Flight,4,2,141,3,medium,M,61,1875,1,Courier_1
2471,C,Flight,5,5,169,2,medium,F,14,1497,1,Courier_1
2472,F,Flight,5,2,143,3,medium,M,12,1802,1,Courier_4
2473,D,Flight,4,5,156,3,low,F,60,1553,1,Courier_4
2474,F,Flight,5,1,241,4,medium,F,19,2193,1,Courier_3
2475,A,Flight,3,4,212,3,medium,F,13,2307,1,Courier_4
2476,B,Flight,5,3,265,3,medium,M,30,2293,1,Courier_3
2477,C,Flight,3,4,243,3,low,F,60,2980,1,Courier_1
2478,F,Flight,5,2,209,4,medium,M,15,3330,1,Courier_2
2479,D,Flight,4,5,229,3,medium,M,21,2688,1,Courier_5
2480,F,Flight,3,1,257,2,low,F,45,3496,1,Courier_1
2481,A,Flight,5,5,209,3,low,M,49,3893,1,Courier_4
2482,B,Flight,3,3,142,3,medium,M,23,1897,1,Courier_5
2483,C,Flight,3,5,208,4,medium,M,12,3181,1,Courier_2
2484,F,Ship,6,3,167,6,low,F,15,1278,1,Courier_2
2485,D,Ship,3,5,266,3,medium,M,16,2334,1,Courier_3
2486,F,Ship,5,3,210,2,medium,M,44,3382,1,Courier_5
2487,A,Ship,2,2,147,2,medium,F,49,1447,1,Courier_3
2488,B,Ship,5,2,132,2,medium,M,8,1665,1,Courier_1
2489,C,Ship,3,4,269,3,medium,F,21,3716,1,Courier_5
2490,F,Ship,5,3,148,3,medium,F,48,1099,1,Courier_1
2491,D,Ship,4,5,268,2,high,M,32,3675,1,Courier_3
2492,F,Ship,3,5,156,2,low,F,43,1301,1,Courier_5
2493,A,Ship,5,1,222,4,low,M,63,3506,1,Courier_3
2494,B,Ship,4,5,151,3,high,F,31,1365,1,Courier_5
2495,C,Ship,3,3,236,3,low,F,28,3652,1,Courier_3
2496,F,Ship,3,5,229,3,medium,F,12,3049,1,Courier_2
2497,D,Ship,4,3,261,3,low,M,42,2664,1,Courier_3
2498,F,Ship,2,1,229,4,low,M,6,3757,1,Courier_2
2499,A,Ship,4,5,205,3,low,F,60,2317,1,Courier_3
2500,B,Ship,3,4,240,2,low,M,8,3883,1,Courier_5
2501,C,Ship,4,3,209,6,low,F,59,2622,1,Courier_5
2502,F,Ship,2,1,252,2,low,M,35,2526,1,Courier_5
2503,D,Ship,3,4,140,2,medium,M,48,1102,1,Courier_4
2504,F,Ship,5,4,156,2,low,F,57,1842,1,Courier_1
2505,A,Ship,2,2,190,8,medium,M,33,3448,1,Courier_5
2506,B,Ship,3,4,138,6,medium,M,5,1853,1,Courier_2
2507,C,Ship,5,4,243,3,low,F,35,2899,1,Courier_5
2508,F,Ship,3,1,183,2,low,M,58,3027,1,Courier_4
2509,D,Ship,3,5,190,10,medium,M,26,3244,1,Courier_2
2510,F,Ship,5,1,235,2,low,M,27,2451,1,Courier_4
2511,A,Ship,3,2,143,6,medium,M,63,1953,1,Courier_2
2512,B,Ship,3,1,176,2,medium,F,45,1470,1,Courier_3
2513,C,Ship,3,5,178,3,low,F,39,1498,1,Courier_1
2514,F,Ship,3,2,270,2,medium,F,59,3706,1,Courier_1
2515,D,Ship,4,4,141,2,low,M,7,1479,1,Courier_4
2516,F,Ship,4,3,220,3,medium,M,8,3342,1,Courier_1
2517,A,Ship,5,5,264,3,medium,F,56,3482,1,Courier_4
2518,B,Ship,3,5,150,2,low,F,48,1256,1,Courier_4
2519,C,Ship,3,4,175,3,medium,M,4,1519,1,Courier_4
2520,F,Ship,2,4,223,3,medium,F,19,3356,1,Courier_1
2521,D,Ship,4,4,162,10,high,M,12,1583,1,Courier_4
2522,F,Ship,6,4,221,10,medium,M,42,2972,1,Courier_1
2523,A,Ship,5,1,216,3,low,M,40,2668,1,Courier_4
2524,B,Ship,5,5,133,10,medium,M,9,1724,1,Courier_5
2525,C,Ship,4,2,191,3,high,M,3,2353,1,Courier_4
2526,F,Ship,4,5,156,3,low,M,39,1483,1,Courier_2
2527,D,Ship,4,1,252,3,medium,F,30,2669,1,Courier_4
2528,F,Ship,3,5,198,3,low,M,2,3417,1,Courier_3
2529,A,Ship,2,3,139,8,medium,M,21,1033,1,Courier_4
2530,B,Ship,2,1,255,3,low,M,19,1551,1,Courier_2
2531,C,Ship,4,1,141,2,low,F,23,1689,1,Courier_2
2532,F,Ship,4,1,151,3,high,F,39,1458,1,Courier_1
2533,D,Ship,3,5,236,3,low,F,54,3976,1,Courier_5
2534,F,Ship,3,4,229,3,medium,F,46,3223,1,Courier_4
2535,A,Ship,4,3,261,3,low,F,6,2787,1,Courier_1
2536,B,Ship,2,1,229,4,low,F,11,3614,1,Courier_5
2537,C,Ship,4,4,205,3,low,F,58,2522,1,Courier_4
2538,F,Ship,3,4,240,2,low,F,33,3489,1,Courier_3
2539,D,Ship,4,4,209,6,low,M,62,3532,1,Courier_4
2540,F,Ship,2,5,252,2,low,F,21,2070,1,Courier_2
2541,A,Ship,3,3,140,2,medium,F,30,1547,1,Courier_2
2542,B,Ship,5,3,156,2,low,M,1,1147,1,Courier_3
2543,C,Ship,2,5,190,8,medium,M,11,2976,1,Courier_1
2544,F,Ship,3,3,138,6,medium,M,49,1078,1,Courier_5
2545,D,Ship,5,4,243,3,low,F,43,2866,1,Courier_4
2546,F,Ship,3,5,183,2,low,F,10,2621,1,Courier_2
2547,A,Ship,3,5,190,10,medium,M,32,2931,1,Courier_1
2548,B,Ship,5,2,235,2,low,F,61,3451,1,Courier_3
2549,C,Ship,3,1,143,6,medium,M,2,1323,1,Courier_2
2550,F,Ship,3,3,176,2,medium,M,34,1856,1,Courier_3
2551,D,Ship,3,1,178,3,low,F,11,1481,1,Courier_4
2552,F,Ship,3,5,270,2,medium,F,46,2716,1,Courier_5
2553,A,Ship,4,1,141,2,low,M,10,1340,1,Courier_2
2554,B,Ship,4,5,220,3,medium,F,63,3109,1,Courier_2
2555,C,Ship,5,5,264,3,medium,F,23,2837,1,Courier_4
2556,F,Ship,3,5,150,2,low,M,29,1934,1,Courier_1
2557,D,Ship,3,3,175,3,medium,F,32,1848,1,Courier_5
2558,F,Ship,2,5,223,3,medium,M,35,3437,1,Courier_2
2559,A,Ship,4,3,162,10,high,M,25,1764,1,Courier_5
2560,B,Ship,6,3,221,10,medium,F,13,2219,1,Courier_2
2561,C,Ship,5,5,216,3,low,F,5,3137,1,Courier_5
2562,F,Ship,5,2,133,10,medium,M,53,1674,1,Courier_3
2563,D,Ship,4,3,191,3,high,F,45,3714,1,Courier_2
2564,F,Ship,4,5,156,3,low,F,33,1836,1,Courier_5
2565,A,Ship,4,2,252,3,medium,F,43,3273,1,Courier_1
2566,B,Ship,3,2,198,3,low,M,15,3250,1,Courier_3
2567,C,Ship,2,4,139,8,medium,F,62,1180,1,Courier_3
2568,F,Ship,2,4,255,3,low,F,55,1663,1,Courier_1
2569,D,Ship,4,2,141,2,low,F,8,1495,1,Courier_5
2570,F,Ship,5,2,263,2,medium,F,63,1254,1,Courier_4
2571,A,Ship,3,3,179,3,medium,F,41,1892,1,Courier_1
2572,B,Ship,4,5,212,4,low,M,21,1014,1,Courier_5
2573,C,Ship,2,1,282,5,low,F,51,1362,1,Courier_1
2574,F,Ship,3,5,165,3,medium,M,33,1500,1,Courier_1
2575,D,Ship,4,1,189,2,medium,F,63,3474,1,Courier_2
2576,F,Ship,5,5,157,4,medium,M,60,1407,1,Courier_5
2577,A,Road,3,4,167,3,low,M,14,1420,1,Courier_4
2578,B,Road,3,1,175,2,low,M,42,1668,1,Courier_2
2579,C,Road,3,4,150,2,medium,M,64,1777,1,Courier_1
2580,F,Road,4,2,128,5,low,F,28,1247,1,Courier_1
2581,D,Road,5,2,236,2,low,M,24,3679,1,Courier_1
2582,F,Road,4,3,162,2,medium,F,58,1708,1,Courier_5
2583,A,Road,5,4,230,2,medium,F,48,3743,1,Courier_5
2584,B,Road,5,3,225,4,low,F,60,2130,1,Courier_2
2585,C,Road,2,2,285,2,medium,F,16,2223,1,Courier_4
2586,F,Road,4,5,246,2,medium,M,31,2415,1,Courier_2
2587,D,Road,4,4,196,2,low,F,6,2718,1,Courier_3
2588,F,Road,5,4,211,6,low,M,33,3955,1,Courier_1
2589,A,Road,3,1,197,2,low,M,4,3621,1,Courier_1
2590,B,Road,5,3,203,2,low,F,37,3531,1,Courier_1
2591,C,Road,4,2,161,3,medium,F,10,1928,1,Courier_2
2592,F,Road,5,5,266,4,medium,M,62,2201,1,Courier_2
2593,D,Road,4,1,190,3,low,F,32,2774,1,Courier_1
2594,F,Road,3,2,140,3,low,F,42,1465,1,Courier_2
2595,A,Road,4,1,274,4,medium,M,61,3402,1,Courier_5
2596,B,Road,4,2,168,3,low,M,59,1717,1,Courier_5
2597,C,Road,3,5,189,3,low,F,61,2203,1,Courier_2
2598,F,Road,3,2,231,3,low,F,56,2714,1,Courier_1
2599,D,Flight,5,1,189,3,medium,F,14,3318,1,Courier_2
2600,F,Flight,4,1,220,2,medium,M,38,2368,1,Courier_2
2601,A,Flight,5,4,190,2,medium,F,23,3960,1,Courier_2
2602,B,Flight,4,2,238,3,low,M,30,3423,1,Courier_3
2603,C,Flight,4,4,220,2,medium,F,33,2897,1,Courier_5
2604,F,Flight,4,5,194,2,high,M,44,2651,1,Courier_4
2605,D,Flight,3,3,203,3,medium,M,29,3261,1,Courier_4
2606,F,Flight,3,5,258,3,low,M,21,3446,1,Courier_3
2607,A,Flight,3,5,151,3,low,M,3,1273,1,Courier_2
2608,B,Flight,3,2,218,3,medium,F,52,2149,1,Courier_3
2609,C,Flight,5,1,265,3,medium,M,6,2452,1,Courier_3
2610,F,Flight,4,1,157,3,medium,M,31,1712,1,Courier_1
2611,D,Flight,4,2,214,3,medium,F,20,2009,1,Courier_5
2612,F,Flight,4,4,221,4,medium,M,14,2932,1,Courier_4
2613,A,Flight,3,2,149,2,medium,M,37,1699,1,Courier_2
2614,B,Flight,4,2,273,5,medium,F,6,2126,1,Courier_4
2615,C,Flight,5,1,253,5,low,M,31,3836,1,Courier_4
2616,F,Flight,3,5,102,6,medium,M,3,1341,1,Courier_5
2617,D,Flight,4,1,258,2,low,F,56,3186,1,Courier_4
2618,F,Flight,4,2,273,2,low,F,9,3383,1,Courier_4
2619,A,Flight,4,2,187,2,low,M,54,2191,1,Courier_3
2620,B,Flight,5,1,151,2,medium,F,30,1377,1,Courier_5
2621,C,Ship,2,4,120,2,medium,M,13,1240,1,Courier_1
2622,F,Ship,3,1,254,2,low,M,56,3463,1,Courier_2
2623,D,Ship,5,3,149,3,medium,F,43,1005,1,Courier_4
2624,F,Ship,4,1,152,3,high,M,26,1464,1,Courier_2
2625,A,Ship,5,4,187,3,low,F,53,3172,1,Courier_1
2626,B,Ship,4,4,170,2,low,M,34,1512,1,Courier_2
2627,C,Ship,3,3,156,3,high,F,20,1305,1,Courier_1
2628,F,Ship,4,5,228,2,low,M,63,3401,1,Courier_3
2629,D,Ship,3,1,272,2,low,M,51,2719,1,Courier_4
2630,F,Ship,3,1,140,2,low,F,6,1435,1,Courier_1
2631,A,Ship,3,5,185,2,medium,M,27,3624,1,Courier_2
2632,B,Ship,5,3,167,3,low,F,5,1772,1,Courier_4
2633,C,Ship,4,5,244,3,low,F,49,3914,1,Courier_3
2634,F,Ship,3,4,229,6,medium,F,33,2815,1,Courier_4
2635,D,Ship,4,1,273,3,medium,F,25,3717,1,Courier_1
2636,F,Ship,4,3,204,3,low,M,30,3774,1,Courier_3
2637,A,Ship,4,3,154,3,medium,M,10,1711,1,Courier_2
2638,B,Ship,3,1,254,4,low,F,33,2542,1,Courier_3
2639,C,Ship,3,2,151,3,low,M,40,1173,1,Courier_3
2640,F,Ship,3,5,242,5,medium,F,61,3688,1,Courier_5
2641,D,Ship,4,5,137,2,medium,F,14,1796,1,Courier_3
2642,F,Ship,4,4,163,2,low,F,41,1634,1,Courier_3
2643,A,Ship,3,3,143,3,medium,F,16,1343,1,Courier_4
2644,B,Ship,4,4,196,3,low,F,11,3244,1,Courier_2
2645,C,Ship,4,3,264,2,low,F,38,3877,1,Courier_4
2646,F,Ship,4,1,217,3,medium,M,2,2692,1,Courier_4
2647,D,Ship,3,3,124,3,medium,M,59,1959,1,Courier_1
2648,F,Ship,3,1,269,3,low,M,61,3542,1,Courier_4
2649,A,Ship,3,1,135,4,medium,M,47,1840,1,Courier_5
2650,B,Ship,2,1,192,3,high,M,46,3206,1,Courier_5
2651,C,Ship,4,1,274,4,medium,F,42,2430,1,Courier_1
2652,F,Ship,3,2,162,4,low,M,25,1316,1,Courier_2
2653,D,Ship,3,3,158,3,low,F,20,1431,1,Courier_2
2654,F,Ship,5,3,225,3,medium,M,59,2270,1,Courier_4
2655,A,Ship,2,5,150,3,low,F,16,1738,1,Courier_4
2656,B,Ship,6,3,154,5,medium,F,57,1117,1,Courier_4
2657,C,Ship,3,1,181,3,medium,M,34,3306,1,Courier_2
2658,F,Ship,3,4,272,3,low,M,44,2548,1,Courier_3
2659,D,Ship,3,3,160,4,medium,M,58,1496,1,Courier_5
2660,F,Ship,5,5,145,3,medium,F,37,1993,1,Courier_3
2661,A,Ship,4,4,143,5,high,F,5,1027,1,Courier_3
2662,B,Ship,4,1,201,4,medium,M,59,2925,1,Courier_2
2663,C,Ship,4,3,242,4,low,M,62,3997,1,Courier_3
2664,F,Ship,4,4,151,2,low,F,38,1001,1,Courier_1
2665,D,Ship,4,4,199,2,medium,M,25,3705,1,Courier_4
2666,F,Ship,4,1,178,3,medium,M,9,1006,1,Courier_1
2667,A,Ship,3,2,138,3,low,M,49,1923,1,Courier_5
2668,B,Ship,5,3,162,4,medium,M,38,1407,1,Courier_4
2669,C,Ship,4,3,154,3,low,M,33,1101,1,Courier_3
2670,F,Ship,3,1,206,2,medium,F,56,2069,1,Courier_5
2671,D,Ship,5,2,246,2,low,F,4,3617,1,Courier_4
2672,F,Ship,4,3,233,2,medium,F,47,3606,1,Courier_3
2673,A,Ship,4,1,251,4,medium,F,33,2906,1,Courier_1
2674,B,Ship,3,1,165,3,medium,M,61,1313,1,Courier_4
2675,C,Ship,4,3,183,2,low,F,32,3709,1,Courier_3
2676,F,Ship,3,2,109,3,low,F,30,1597,1,Courier_1
2677,D,Ship,5,3,209,4,medium,F,7,2675,1,Courier_5
2678,F,Ship,5,2,168,3,low,F,50,1486,1,Courier_5
2679,A,Ship,5,3,210,2,low,M,19,3920,1,Courier_5
2680,B,Ship,3,1,185,2,low,F,41,3787,1,Courier_5
2681,C,Ship,5,2,243,2,medium,M,58,2758,1,Courier_2
2682,F,Ship,3,4,258,3,low,F,55,2777,1,Courier_4
2683,D,Ship,4,4,279,5,medium,F,56,2697,1,Courier_4
2684,F,Ship,3,1,160,3,low,M,57,1833,1,Courier_2
2685,A,Ship,3,1,185,4,low,F,35,3648,1,Courier_3
2686,B,Ship,4,3,271,4,low,F,24,3499,1,Courier_3
2687,C,Ship,4,2,273,2,low,F,31,2229,1,Courier_5
2688,F,Ship,3,4,208,3,medium,F,23,2100,1,Courier_1
2689,D,Ship,2,2,137,3,low,F,20,1823,1,Courier_3
2690,F,Ship,4,1,198,3,medium,F,56,3135,1,Courier_1
2691,A,Ship,5,1,236,4,high,F,64,3231,1,Courier_4
2692,B,Ship,5,5,133,2,low,F,18,1134,1,Courier_1
2693,C,Ship,4,2,191,3,medium,F,12,3676,1,Courier_4
2694,F,Ship,3,1,202,3,low,F,51,3551,1,Courier_2
2695,D,Ship,5,1,162,5,low,F,47,1727,1,Courier_2
2696,F,Ship,5,1,224,2,low,F,14,2959,1,Courier_5
2697,A,Ship,4,2,191,2,high,M,65,3082,1,Courier_3
2698,B,Ship,3,5,272,2,medium,M,31,2438,1,Courier_5
2699,C,Ship,4,3,269,3,low,F,7,2538,1,Courier_4
2700,F,Ship,4,2,179,3,high,F,30,1076,1,Courier_5
2701,D,Ship,3,5,225,2,low,F,56,2596,1,Courier_1
2702,F,Ship,3,2,132,2,medium,M,6,1185,1,Courier_4
2703,A,Ship,5,3,244,3,low,F,52,3118,1,Courier_2
2704,B,Ship,3,4,185,2,low,F,62,2849,1,Courier_3
2705,C,Ship,3,3,257,3,low,M,64,3103,1,Courier_4
2706,F,Ship,3,3,253,5,low,F,63,3788,1,Courier_4
2707,D,Ship,4,3,174,3,low,F,5,1502,1,Courier_1
2708,F,Ship,2,1,200,3,medium,M,34,2199,1,Courier_3
2709,A,Ship,3,1,150,3,medium,F,8,1745,1,Courier_2
2710,B,Ship,3,2,137,3,medium,F,9,1347,1,Courier_4
2711,C,Ship,3,1,181,3,medium,M,29,2981,1,Courier_4
2712,F,Ship,5,2,246,2,medium,M,13,2652,1,Courier_1
2713,D,Ship,3,3,237,5,low,M,48,2057,1,Courier_5
2714,F,Road,3,5,226,3,medium,M,55,2465,1,Courier_2
2715,A,Road,4,4,225,3,low,M,51,2892,1,Courier_3
2716,B,Road,3,2,268,2,low,M,20,2731,1,Courier_4
2717,C,Road,4,3,146,3,low,M,41,1140,1,Courier_4
2718,F,Road,4,5,159,3,low,M,2,1048,1,Courier_2
2719,D,Road,3,1,135,3,low,F,38,1829,1,Courier_5
2720,F,Road,3,2,134,2,medium,F,45,1946,1,Courier_4
2721,A,Road,4,3,210,3,low,M,3,2742,1,Courier_2
2722,B,Road,4,4,238,3,low,F,13,2042,1,Courier_1
2723,C,Road,4,3,214,4,low,M,34,3446,1,Courier_5
2724,F,Road,4,2,204,4,low,F,35,2725,1,Courier_3
2725,D,Road,4,1,227,3,low,M,5,3100,1,Courier_4
2726,F,Road,4,3,253,3,high,F,18,2849,1,Courier_2
2727,A,Road,2,3,126,4,high,F,3,1364,1,Courier_1
2728,B,Road,4,4,208,2,high,F,20,2759,1,Courier_3
2729,C,Road,4,4,179,3,low,M,48,1943,1,Courier_2
2730,F,Road,3,1,132,2,medium,M,62,1909,1,Courier_2
2731,D,Road,3,4,144,3,low,M,56,1496,1,Courier_3
2732,F,Road,3,3,236,2,medium,F,58,3360,1,Courier_1
2733,A,Road,4,4,235,3,low,F,17,3715,1,Courier_1
2734,B,Road,4,5,254,3,low,M,29,3885,1,Courier_5
2735,C,Road,3,2,144,5,medium,M,43,1027,1,Courier_4
2736,F,Flight,5,1,272,3,medium,M,27,2415,1,Courier_3
2737,D,Flight,3,3,191,4,medium,F,17,3675,1,Courier_3
2738,F,Flight,5,3,177,4,medium,M,60,1159,1,Courier_3
2739,A,Flight,5,4,226,3,low,F,46,3149,1,Courier_1
2740,B,Flight,3,4,132,2,medium,M,12,1493,1,Courier_4
2741,C,Flight,3,1,121,5,low,F,60,1577,1,Courier_5
2742,F,Flight,4,2,171,3,low,F,40,1021,1,Courier_2
2743,D,Flight,3,3,178,3,high,M,12,1900,1,Courier_2
2744,F,Flight,4,3,132,4,medium,M,10,1767,1,Courier_3
2745,A,Flight,6,4,249,5,medium,M,43,3078,1,Courier_4
2746,B,Flight,2,4,159,3,medium,M,47,1547,1,Courier_1
2747,C,Flight,5,2,171,3,high,M,34,1029,1,Courier_4
2748,F,Flight,3,3,150,3,low,M,6,1775,1,Courier_4
2749,D,Flight,4,4,178,3,low,F,1,1165,1,Courier_1
2750,F,Flight,3,3,192,7,high,F,25,2152,1,Courier_3
2751,A,Flight,3,5,214,8,high,M,50,3628,1,Courier_4
2752,B,Flight,5,3,225,7,medium,F,45,3162,1,Courier_2
2753,C,Flight,5,4,167,7,medium,F,23,1691,1,Courier_1
2754,F,Flight,3,5,245,4,medium,M,4,2769,1,Courier_5
2755,D,Flight,4,5,138,7,medium,M,60,1366,1,Courier_3
2756,F,Flight,4,4,173,3,medium,F,64,1847,1,Courier_1
2757,A,Flight,3,5,98,3,medium,F,48,1635,1,Courier_5
2758,B,Ship,3,1,231,2,low,M,44,3688,1,Courier_5
2759,C,Ship,5,5,149,7,medium,F,50,1346,1,Courier_4
2760,F,Ship,3,1,206,3,medium,M,28,2892,1,Courier_4
2761,D,Ship,5,3,264,10,medium,F,34,3441,1,Courier_4
2762,F,Ship,3,1,193,2,medium,F,23,2728,1,Courier_1
2763,A,Ship,5,1,263,2,medium,F,4,1092,1,Courier_1
2764,B,Ship,3,2,191,4,medium,F,16,2277,1,Courier_3
2765,C,Ship,5,4,177,4,medium,M,48,1920,1,Courier_4
2766,F,Ship,5,5,226,3,low,M,50,2348,1,Courier_5
2767,D,Ship,3,1,132,2,medium,F,16,1731,1,Courier_2
2768,F,Ship,3,1,121,5,low,M,62,1505,1,Courier_3
2769,A,Ship,4,2,171,3,low,M,34,1352,1,Courier_1
2770,B,Ship,3,3,178,3,high,M,43,1517,1,Courier_3
2771,C,Ship,4,4,132,4,medium,F,44,1692,1,Courier_3
2772,F,Ship,6,5,249,5,medium,M,26,3897,1,Courier_3
2773,D,Ship,2,3,159,3,medium,F,39,1477,1,Courier_3
2774,F,Ship,5,5,171,3,high,M,14,1554,1,Courier_2
2775,A,Ship,3,1,150,3,low,F,43,1831,1,Courier_4
2776,B,Ship,4,1,178,3,low,M,19,1906,1,Courier_5
2777,C,Ship,3,3,192,7,high,F,36,3634,1,Courier_3
2778,F,Ship,3,4,214,8,high,F,6,2924,1,Courier_3
2779,D,Ship,5,3,225,7,medium,F,17,3516,1,Courier_3
2780,F,Ship,5,4,167,7,medium,F,43,1619,1,Courier_4
2781,A,Ship,3,2,245,4,medium,M,60,2178,1,Courier_1
2782,B,Ship,4,4,138,7,medium,M,65,1530,1,Courier_1
2783,C,Ship,4,4,173,3,medium,F,61,1609,1,Courier_2
2784,F,Ship,3,2,98,3,medium,F,60,1057,1,Courier_1
2785,D,Ship,3,1,231,2,low,M,24,3811,1,Courier_3
2786,F,Ship,5,3,149,7,medium,F,51,1425,1,Courier_3
2787,A,Ship,3,5,206,3,medium,M,21,3746,1,Courier_3
2788,B,Ship,5,4,264,10,medium,F,34,2960,1,Courier_2
2789,C,Ship,3,5,193,2,medium,F,12,3730,1,Courier_3
2790,F,Ship,5,2,263,2,medium,F,51,1657,1,Courier_1
2791,D,Ship,2,5,282,5,low,M,63,1173,1,Courier_4
2792,F,Ship,5,4,193,3,low,M,55,2758,1,Courier_4
2793,A,Ship,4,4,171,3,medium,F,11,1594,1,Courier_5
2794,B,Ship,3,5,212,3,low,F,19,2703,1,Courier_1
2795,C,Ship,2,1,159,2,low,F,44,1213,1,Courier_3
2796,F,Ship,3,2,102,4,medium,M,57,1220,1,Courier_4
2797,D,Ship,3,2,145,2,medium,F,29,1690,1,Courier_1
2798,F,Ship,3,1,225,2,high,F,43,2585,1,Courier_4
